1,1,200,3.137631,0
2,1,200,0.664135,0
3,1,200,2.525782,0
4,1,200,0.305133,0
5,2,200,0.329718,0
6,2,200,0.333729,0
7,2,200,0.544696,0
8,2,200,0.403509,0
9,3,200,0.269774,0
10,3,200,0.439260,0
11,3,200,0.319546,0
12,3,200,0.216300,0
13,4,200,0.284763,0
14,4,200,0.219530,0
15,4,200,0.309325,0
16,4,200,0.278084,0
17,5,200,0.372045,0
18,5,200,0.357861,0
19,5,200,0.314404,0
20,5,200,0.320387,0
21,6,200,0.306031,0
22,6,200,0.204474,0
23,6,200,0.270147,0
24,6,200,0.196856,0
25,7,200,0.214333,0
26,7,200,0.271394,0
27,7,200,0.674292,0
28,7,200,0.264636,0
29,8,200,0.412208,0
30,8,200,0.276888,0
31,8,200,0.287651,0
32,8,200,0.197562,0
33,9,200,0.304169,0
34,9,200,0.275620,0
35,9,200,0.274538,0
36,9,200,0.220900,0
37,10,200,0.279129,0
38,10,200,0.361340,0
39,10,200,0.364327,0
40,10,200,0.929644,0
41,11,200,0.242658,0
42,11,200,0.271935,0
43,11,200,0.298207,0
44,11,200,0.264630,0
45,12,200,0.206442,0
46,12,200,0.245178,0
47,12,200,0.492939,0
48,12,200,0.222771,0
49,13,200,0.261505,0
50,13,200,0.239434,0
51,13,200,0.311748,0
52,13,200,0.278493,0
53,14,200,0.215624,0
54,14,200,0.197106,0
55,14,200,0.495957,0
56,14,200,0.309516,0
57,15,200,0.528150,0
58,15,200,0.335512,0
59,15,200,0.419182,0
60,15,200,0.353935,0
61,16,200,0.524722,0
62,16,200,0.249189,0
63,16,200,0.382904,0
64,16,200,0.273472,0
65,17,200,0.256076,0
66,17,200,0.340889,0
67,17,200,0.443982,0
68,17,200,0.252652,0
69,18,200,0.394005,0
70,18,200,0.254952,0
71,18,200,0.265246,0
72,18,200,0.355409,0
73,19,200,1.485649,0
74,19,200,0.289833,0
75,19,200,1.386132,0
76,19,200,0.294967,0
77,20,200,0.198370,0
78,20,200,0.193980,0
79,20,200,0.448796,0
80,20,200,0.290989,0
